Wavelength	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
nm	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.
Wavelength	5 K	20 K	35 K	50 K	65 K	80 K	95 K	110 K	125 K	140 K	155 K	170 K	185 K	200 K	215 K	230 K	245 K	260 K	275 K	290 K
737	157317.906	231277.734	419627.344	515553.563	560140.813	430822.781	223527.094	130290.992	116898.039	104400.133	82041.0234	51961.1211	28182.0488	16109.3877	8367.01855	5524.40869	2925.48438	2616.26489	2059.83936	1030.19507
738	153950.672	228916.328	422691.781	520773.5	540614.75	427434.25	221729.375	132329.938	115163.93	105232.094	81192.1563	53018.2695	28986.4023	16029.9033	9612.77832	5445.81885	3280.46436	2047.65735	1649.12354	1172.46973
739	153571.109	223934.219	405114.094	504925.063	544332.75	415683.906	223452.797	131383	119506.711	107585.648	80818	49957.2578	28927.0371	15633.1611	8744.01172	5719.02979	4010.28394	2578.99487	1228.94312	1104.20679
740	148719.938	222505.438	408265.594	495487.094	526710.563	414926.375	215865.422	131141.25	118739.813	107104.586	82624.8906	49629.2539	29818.4531	15265.4912	9558.83691	6103.74023	2763.95996	2197.46313	1478.85938	1069.50952
741	152851.984	217898.859	397909.313	495957.188	518636.813	400793.563	207917.297	125938.172	111456.078	110056.164	79845.4531	49363.0234	29155.7246	15968.8203	9138.68555	6043.56299	3717.62256	2882.63867	1763.30396	1089.44226
742	153185.125	215847.641	383074.531	473557.594	512356.875	403781	209105.453	134352.016	113853.961	105490.266	79785.6719	48180.9258	27702.5078	16619.6758	8610.19141	5374.42627	3858.89526	2025.22803	1538.49475	913.771423
743	147503.266	215201.375	384104.625	469763.094	506568.063	391751.906	210063.469	124248.742	116295.492	104783.086	82277.7891	48744.7813	28417.4434	15805.8252	8996.33984	5963.33252	3394.47363	2666.30786	1301.46179	832.279297
744	149732.797	210731.953	380505.031	468171.5	495079.281	386424.781	205296.828	127144.75	112190.289	106346.805	83554.3281	49282.5156	30155.2012	15534.5322	10167.3291	6184.82031	3166.78271	1838.60364	1463.22266	884.516968
745	147038.313	207084.922	361502.875	454458.156	490284.406	394795.969	204120.578	126207.953	112395.836	102912.055	76384.2734	50652.4492	28210.2578	16874.7402	9047.63086	5269.021	2923.78442	2053.38428	1255.26074	591.504333
746	144291.641	210939.422	362019.969	446307.406	481693.156	379360.156	203790.688	122900.656	110138.594	105092.398	82528.7188	49760.625	27555.2031	16735.875	8180.53711	5675.68652	4027.15601	2594.37549	1882.49292	1315.61938
747	146030.484	207483.391	370243.781	439158.844	471159.594	365045.156	195660.484	125475.273	110279.484	107742.82	81675.7188	48245.5742	28373.9219	15405.0264	8594.1748	5557.2002	3465.39355	2248.37988	1522.76135	760.199219
748	143668.438	204731.547	346229.563	435852.844	467230.75	373211.094	192418.359	123381.805	114812.313	104059.773	77779.2344	50203.2031	27942.4199	15160.2754	9088.24121	5873.00293	2489.77344	2337.55469	1781.33044	925.473511
749	142104.328	203865.469	345170.75	420359.688	458614.5	364514.25	193573.359	116354.359	110687.406	106512.188	79708.1641	48390.8086	27574.2773	15290.7168	8045.4248	5728.2124	3587.95068	2452.60181	1365.95361	793.749573
750	138884.109	201088.969	345754.969	422163.969	447266.656	348286.875	187027.953	121574.617	111707.93	103137.008	78142.8359	50623.3633	26708.9395	15106.2627	8406.96094	5409.23193	3178.20337	2547.42432	1505.95825	927.573853
751	141765.609	190671.094	338884.219	411139.625	436760.656	355022.969	192910.5	124100.875	107468.18	103306.953	78563.7266	49694.4375	27112.3457	15712.0059	9430.1543	4849.021	3167.4939	2256.73291	1579.39392	1343.81458
752	135786.984	196847.188	332834.25	397566.406	441101.188	350376.656	187904.641	116948.117	110793.344	102124.797	84300.8672	51014.6016	27478.9238	15397.3867	8649.75586	5040.55029	2464.63257	2141.13208	1126.21497	1455.84436
753	135473.844	191395.719	324460.594	396963.313	427446.781	343777.656	183840.875	118548.188	104994.281	102288.141	77147.4141	49294.9961	28724.9141	16164.0195	10545.6699	6084.82227	3709.32007	2099.10522	1729.27307	1113.07642
754	134202.516	184775.375	319975.781	395071.938	416935.25	335453.938	187275.469	115238.391	108120.906	102940.938	78256.3047	50237.9648	27828.6719	16006.3877	9412.73535	4737.83057	3015.00537	2396.16528	1510.60754	713.084595
755	133794.344	190477.953	318405.844	381461.906	423291.656	335782.875	184655.828	112229.5	109058.859	101037.836	80217.3594	49746.1094	27069.5859	14756.4854	8940.56055	5094.00586	3458.96045	1965.15027	1242.39417	1239.75647
756	131775.172	183183.063	314943.438	379880.094	400070.5	328300.781	174768.547	111047.313	107863.539	104297.664	79845.0469	47314.8945	26792.5137	15601.1904	9362.51953	4816.06152	3413.02563	2049.68188	1526.98279	960.542786
757	133302.609	179753.734	301108.219	371792.344	405442.719	333063.75	177991.563	115293.086	104300.914	98928.3203	78724.9297	47368.6641	28698.832	14316.7822	8542.07227	5353.41602	2902.14233	2544.35425	1561.04456	1335.51624
758	133152.344	179884.594	302831.469	364448.563	386019.719	317166	172248.781	111346.563	104637.281	98085.8281	81866.6797	46748.8516	27127.6406	13909.3584	9748.72852	5818.84277	3595.66528	2601.49951	822.589722	1048.47144
759	131836.359	184770.656	306230.75	363889.5	385392.813	308849.281	170831.031	112726.633	107389.219	98125	79333.7578	49142.5469	24986.5332	15597.8877	7808.85059	4986.39941	3177.72192	2432.32397	1304.48291	839.097351
760	131509.594	176904.297	290644.281	358530.156	385952.344	316061.188	173656.844	112113.203	106086.797	101749.695	76100.0391	48349.8555	26780.0742	16152.8779	8257.86328	4820.23096	3813.98486	2002.65686	1962.46863	908.304749
761	130207.445	179755.688	281725.094	344945.063	381029.281	308748.969	172437.016	105143.414	108703.586	99978.6797	79305.1328	45846.7773	25126.6992	15495.1484	9210.29395	5547.89941	3069.70996	2630.76563	1851.71692	1069.73914
762	124698.938	171629.5	288821.5	342336.656	355398.219	306396.531	164531.5	105822.93	105461.977	97919.5547	77239.0703	49470.4844	26378.002	13041.583	7752.8418	5324.49023	2929.45679	2285.27905	1488.66357	1092.35706
763	130097.211	167846	277538.5	349369.688	363352.5	300635.938	168484.156	105215.805	99980.3516	99125.0938	76977.9688	48591.6797	30399.7227	15268.1504	8991.75879	3981.34351	2739.32593	2834.21045	1516.44165	958.33429
764	125695.203	174429.25	277222	330252.5	353700.281	297524.719	160218.328	108542.414	101282.977	104045.922	78782.3438	49481.5508	27838.6484	14982.3682	7489.41553	5399.14453	2842.15503	2324.22803	929.018433	722.604065
765	121913.859	167353.516	266190.813	329093.656	347026.406	289373.031	160304.984	103882.922	101294.688	100146.227	79517.25	47121.2461	26731.293	14646.3125	8172.2749	5566.55811	2896.44946	2107.03979	1894.90295	994.17334
766	128094.836	160690.719	262881.969	321444	341985.594	279341.063	159331.781	107360.922	94987.6875	95348.9609	80365.0313	46147.0938	27516.0137	13613.6611	8652.38184	5735.33984	2844.53809	2039.12683	1448.00964	962.975647
767	123932.438	167163.203	264722.531	309832.375	341490.906	277952.844	158067.047	101582.047	104073.578	97870.7266	77627.2578	43794.4375	24049.9023	15683.0098	9277.92285	4324.12891	3840.09058	2186.33496	1092.01746	1091.81165
768	125352.867	168581.734	262735.156	313360.125	332592.563	268226.156	153537.516	104317.234	98561.2109	97599.4219	74180.8438	44741.4844	26000.5293	13683.9873	7729.06494	5236.92969	3694.25439	1898.82324	1510.23901	893.437561
769	128582	154729.703	246654.719	304761.375	337850.594	270358.5	155136.656	100990.742	97163.9141	96338.125	69884.6563	47508.8711	26838.8359	15260.1758	8858.66992	6313.86426	2798.57153	1598.05115	1025.83301	799.717834
770	119897.133	161487.141	248108.703	294036.219	324034.719	274881.938	155275.531	100326.242	94857.75	97452.4922	75549.6094	47341.1523	26525.0645	14655.4834	8626.89648	5272.16748	3076.06055	2036.96777	1334.0968	926.131042
771	124766.484	163072.422	253091.641	296368.188	309473.5	266020.219	151994.563	99572.3125	102625.398	97735.3438	74522.0781	48331.4102	25124.1875	14111.8926	8541.46777	4361.82959	3721.39209	2067.08252	1064.35974	768.78894
772	121392.898	155794.656	237190.094	286651.719	305443.313	266076.938	145799.703	103074.953	94339.5781	99694.7422	73871.9453	47283.3203	26911.0879	13364.0928	7949.8374	4575.52539	3323.97241	2536.50684	1081.14734	1084.90393
773	122179.047	159473.516	238550.141	283316.625	308823.875	257405.203	151508.266	96347.5391	100505.922	96760.2188	70805.5234	47083.5	26096.3047	14800.1748	7451.76709	5203.7373	3144.24365	2465.17969	1166.36548	925.463379
774	119440.773	148934.047	244059.016	270932.906	300622.75	256306.047	142892.094	97617.3047	97003.3984	97862.4453	74470.8359	48470.832	26182.1738	13266.2402	7862.54541	4992.01367	3578.78394	2192.21289	1506.69019	877.050537
775	114655.633	141777.563	239850.625	275029.031	300035.844	255446.5	139701.984	102366.43	99124.1484	93202.0078	70014.6797	46220.082	26474.1309	14262.0859	8997.32129	5357.57959	2554.35889	2689.60742	1720.72766	1149.47949
776	115424.188	137180.891	227485.547	268799.438	302962.469	251044.438	141871.453	98595.9453	97448.25	98533.7656	71500.1797	45692.5078	24994.9766	13593.9941	7908.67188	4362.13086	2546.396	1497.87183	1634.3147	912.250061
777	114768.016	148244.641	234700.172	261216.938	282494.813	244271.031	139423.594	99048.1797	94897.8281	93741.0156	77031.8281	44336.0273	26979.6523	15416.3467	7492.66309	4777.75781	4051.76636	2393.53784	1194.40198	1133.56226
778	113930.625	145739.313	227530.172	255967.453	283816.688	245779.422	138304.828	98399.7188	90582.1563	94677.9922	75822.6094	44361.9375	24398.6074	15460.9551	7238.49951	5015.50586	2653.23145	2512.49146	1759.88147	1016.97626
779	114755.68	137231.484	214221.297	256638.781	279492.5	241476.625	136960.078	94811	95754.4063	91475.8516	73196.875	42228.1445	24827.6738	16303.5342	7303.61377	5206.15186	3044.0415	2415.80981	1387.19055	623.282166
780	115457.344	145444.203	227871.172	244061.141	264523.438	235108.063	134227.797	98225.5156	91239.4531	95813.8906	76530.5078	44342.3477	26492.5449	14717.7051	7245.18848	5142.85205	3180.90405	2186.01318	1197.9707	635.879822
781	116423.398	139062.859	210231.781	247450.344	261115.969	232700.188	127448.992	96255.0156	92400.5625	99576.2109	68920.4141	43411.7383	24584.373	14560.7783	7939.46387	4797.47852	3377.74634	1865.54321	1940.80493	1291.20496
782	107432.586	135169.516	212013.141	245621.641	265271.531	237263.469	133610.453	92599.4219	96061.3203	98976.5547	73078.6797	43758.3984	23430.8828	13882.1084	8087.81201	3576.57861	2632.28174	2337.01025	1679.51489	511.985626
783	111147.391	137293.125	204783.578	241569.656	263215.125	219997.719	132091.703	89332	96070.125	94727.4609	72292.3906	46604.9023	26032.959	13131.8496	5785.10205	5792.82275	2825.73828	1936.99316	1194.70557	743.767334
784	110986.641	138013.422	206764.734	241551.813	262134.578	219422.516	127299.484	90457.1953	90335.6719	90237.7344	72065.1484	42072.4961	25766.2363	13479.2051	7702.60693	3703.17432	3117.30518	1515.27954	1361.97363	530.431335
785	103297.281	139078.078	197129.5	237109	249460.969	223194.969	135737.641	88546.7578	88956.2109	92980.3906	67193.0938	46004.6914	23643.8457	13125.1924	9467.44922	4478.92236	1855.03821	2472.17871	1312.82874	386.545349
786	106444.547	132972.406	199761.266	227507.969	262497.906	219794.109	127111.32	89438.5781	93438.5625	92339.7422	67638.7969	45139.9492	25360.2246	15608.4033	5683.83105	4241.15723	2446.3186	2762.49463	1024.64917	629.078857
787	108398.5	131620.844	188587.609	229749.219	246407.109	211507.313	129062.336	91304.2266	88681.2266	86661.6563	71987.1484	40760.043	23793.0781	14824.5625	7124.87549	6157.93408	2647.08496	2565.45801	1282.62817	1119.65955
788	108754.195	133169.344	191970.063	220711	241572.859	216901.594	129858.836	87584.8125	90237.8984	91271.1797	67944.0156	42863.8008	24440.8984	14144.1875	7758.97559	4565.73975	2938.0249	2038.94922	1384.31104	1141.23779
789	109604.047	131707.422	189117.141	215219.625	241175.703	206987.031	120011.023	90962.3672	90884.4688	88156.4453	71821.8672	41780.2422	24740.0664	14232.3389	7695.27197	4219.45996	3496.57593	2329.65625	1408.31592	996.369568
790	115210.461	131087.969	183261.969	212062.891	232873.016	203267.219	122464.68	87558.3594	87437.4766	92413.1016	71863.9219	44232.7383	26192.8965	14139.79	6108.38867	4220.86621	3127.36133	931.905334	1779.81982	676.568298
791	106624.586	132585.328	179178.594	215783.266	229400.828	203847.578	125302.57	85452.1875	92735.375	89416.6563	69099.1797	43366.1953	25831.6992	15766.2734	7681.90771	4397.91699	2589.16333	1471.28247	2247.54199	950.180603
792	105884.898	129343.828	186170.484	217192.313	227916.266	202821.031	120192.977	84153.2734	89090.7578	91842.3672	70458.7891	43502.5508	22779.834	13343.0576	7930.86035	3776.63623	3254.15967	2292.40137	1231.78784	615.380981
793	111088.852	122071.828	181875.984	210772.875	218643.219	193302.688	113326.18	85476.2422	84937.8828	85976.8203	68104.7031	45145.1797	28627.3242	11214.7461	7425.32861	3853.62842	2783.88525	1521.56665	1074.38428	716.548706
794	100136.93	123527.93	170255.844	208405.422	222549.578	204077.828	119522.32	82873.1797	86251.1328	95594.5625	72872.4219	41046.5898	24061.6289	14181.7012	8592.41016	4854.7207	2198.71021	2935.03198	1741.0293	914.804626
795	103925.336	124307.859	174077.422	194567.219	223518.641	194769.141	116141.633	80436.1328	85334.8281	91799.2344	71822.0313	40636.3711	24486.9141	15262.7754	8069.83691	4221.5791	2236.5481	1957.87146	1211.71094	745.773743
796	106000.25	129578.859	171495.656	198515.828	210694.281	191442.031	119578.063	79569.8516	85065.3672	87096.3359	68379.0938	45878.2734	25644.7344	13939.5693	7028.44629	4790.12598	2379.48584	1908.51758	1525.29688	474.611572
797	101498.375	123043.633	174789.875	188427.656	218126.703	191154.969	112149.461	82409.3906	85812.0078	89676.1328	70183.6875	44727.457	23648.6016	13209.0127	7442.40381	4188.71875	1942.41028	2428.47168	1646.97534	677.708374
798	103193.07	127466.813	171478.594	188030.438	204375.641	177933	108460.586	80120.3281	86860.5156	89414.3438	64728.4063	43281.4688	23572.6484	14825.4473	6527.39893	4361.12549	3658.60986	2080.49609	1187.50903	495.013367
799	103040.703	125807.039	170988.625	200455.547	209345.047	179070.281	115333.313	87515.9922	82503.8906	83919.8906	58643.1836	41594.5938	24248.7402	12765.8926	8695.2793	3347.03442	2835.39063	1924.86389	604.726685	1112.3269
800	110007.711	117053.125	168384.547	184305.516	201275.188	184065.203	107184.57	83381.5469	86909.5703	81954.5781	65783.6797	41805.0039	21952.8789	13830.6904	7434.10156	4765.21533	3709.76392	1758.14746	825.259155	413.038116
801	101620.211	119527.055	162130.609	187215.781	196541.656	180046.938	123431.172	80886.75	83258.9531	86007.1406	63224.6953	38835.5664	21986.6309	13464.2676	7881.03223	4331.65869	3896.09985	2639.71606	1266.04651	630.99707
802	99871.25	116296.688	163500.984	195107.156	196929.313	171571.063	112084.516	79239.2813	79025.0156	89122.1484	68723.25	43914.3555	23485.8477	14331.4492	8717.76465	3675.229	3017.2417	1830.17126	1403.39856	752.784424
803	102636.109	120792.984	170601.75	179008.141	200118.734	176357.859	105659.258	81246.6016	82912.8828	87196.8125	65344.4219	38494.1641	26817.6777	14860.9326	9601.24023	3429.47949	2538.85693	1654.42517	999.115662	1216.33765
804	99864.4219	116267.836	155422.688	177934.125	178336.688	171184.859	112470.695	74451.1953	85947.0703	88100.4219	64209.918	39010.2813	21639.4785	12524.4893	7756.09717	4856.79346	3391.77075	1581.77954	1238.61377	789.373352
805	103295.406	118726.422	163199.469	176445.813	188727.75	174972	95590.8906	77175.1953	84205.4922	90997.4297	69845.125	41105.1445	25684.2539	11572.5811	8180.99365	6581.55713	2195.43848	1737.82886	1159.02747	346.294464
806	100730.148	110904.742	151487.813	170666.219	192647.391	169056.641	104169.297	73668.6875	77922.7656	87339.2266	67731.1563	38594.5508	24346.1875	12691.1836	7247.5376	4413.85156	2382.26172	1546.54785	1069.84619	356.447479
807	97512.4063	114388.563	153195.156	160718.016	182841.953	165875.281	106467.359	75561.1016	87920.5625	80025.6016	61567.5664	41886.3477	22512.0176	13985.0234	7968.76953	4782.16602	1956.82849	2935.9812	734.687927	489.876648
808	103359.086	117822.383	153894.984	165826.094	183598.078	161940.063	93927.9141	79953.9219	80872.5703	84872.0938	63490.7422	45196.8867	25264.9395	13197.6104	7060.51221	4539.4707	2529.08179	1768.6571	1889.45703	1895.37781
809	99273.7344	114793.609	159544.422	170906.578	185008.563	167969.797	99988.5156	80071.5625	78620.8594	84710.9688	62555.7969	44765.5	23578	11719.4463	5093.63086	4577.9873	2347.1709	2353.05688	651.315674	260.305389
810	98300.9766	114212.094	144540.531	171922.375	179275.484	166030.594	99420.3125	75616.0313	78078.3516	82404.7109	66277.5781	40605	19820.377	12927.6406	6995.7627	6191.47705	2967.20239	1346.20593	2285.42505	270.017792
811	102526.227	110519.313	140649.344	168578.047	174852.859	156626.656	99265.7422	76632.3594	83573.7422	77745.375	63048.1328	44220.168	23799.9199	13511.5557	8079.70801	6000.20459	2928.81299	2242.11597	1257.65601	975.382141
812	104838.859	108106.758	145452.219	167162.641	166237.297	160947.234	100521.625	87689.2266	80217.2969	83511	61751.8867	42333.8672	25102.4434	12434.2197	6351.62695	5787.71729	3785.37866	1881.65808	1593.04822	724.659607
813	91600.3516	111448.188	149833.922	161314.984	162301.172	163387.859	96811.9609	74479.5547	82742.1563	83211.2891	65451.7344	41659.9727	20021.7246	10847.3398	6626.84912	3935.69824	3164.20483	2575.86084	1209.4574	1957.59448
814	103730.281	102814.203	154070.016	155842.172	172670.641	146747.406	96527.2656	72177.3281	80769.2109	83233.1172	72832.0156	39047.4297	25313.4082	14355.6152	9309.67969	4892.21875	2689.3374	1889.19055	1418.13782	1105.28516
815	104724.039	111020.648	152921.547	155416.281	176823.922	151641.172	105083.359	74741.1563	82026.5234	82637.4375	65046.4297	46107.418	24959.8906	12457.2246	6962.77881	5468.34863	2819.6416	2329.71387	834.29126	331.399475
816	92900.2031	111269.805	145721.391	147646.016	171017.063	155862.672	97459.2813	77248.5313	86076.4844	84294.5469	59826	40061.7305	25066.7715	11695.5107	6785.50781	3475.11304	2093.8938	2089.84888	873.941223	523.448792
817	94274.1484	106114.453	146628.844	149737.984	171813.219	159208.875	100896.695	73809.0547	79319.6953	84184.9453	61691.1133	41530.5742	24703.3867	15459.5264	7492.75244	3118.13477	2561.35059	2199.9292	183.56694	1100.72583
818	97391.3984	112601.18	134054.094	146610.891	170627.922	149187.219	98549.1719	75305.3203	72567.8125	88732.1172	62716.2734	38806.1992	26394.4355	10499.4473	6405.53906	1549.01111	5054.17578	1555.27783	1937.53992	1164.47876
819	98449.7422	119988.477	142906.266	144897.688	158109.859	150017.281	98301.6016	73488.3125	84356.1719	78484.9531	63365.3945	47307.6055	21469.5059	12426.625	8292.12012	5980.11914	1862.703	1655.97046	829.407898	1445.65283
820	96494.5234	114014.516	148261.078	153952.828	163126.234	150523.188	95126.5703	74955.7422	84748.4766	82364.1953	63265.4961	44419.4258	23971.9043	12121.3828	7700.41846	4619.88818	2210.31299	2427.74805	661.998535	660.460632
821	98222.5	108055.359	144053.141	156577.766	160540.891	146200.094	105620.188	81068.0078	76735.1797	78075.5938	59619.0156	42622.8828	25109.8535	16270.7178	9182.49414	4709.11865	3784.34009	1177.77869	471.993347	941.661255
822	103218	108373.43	139741.953	158798.891	165797.344	152971.656	94989.5938	72807.8281	84312.3281	87522.6797	64232.6055	42947.1992	21181.791	11909.4795	5565.55029	4806.46094	1270.06091	2284.27368	1268.70117	759.677917
823	102518.375	115799.68	144217.859	163492.578	155942.766	146257.047	95610	69821.1641	85277.6875	75222.5313	64481.6172	42266.582	26535.125	12308.1729	8473.76855	3560.17236	2188.60132	1644.16553	820.5578	273.467682
824	101650.688	103265.648	133353.484	157224.344	163680.297	159757.156	99142.8672	79062.0625	90314.0703	78805.3281	70017.7344	48319.3945	19503.2031	12431.0254	7081.29443	5914.97998	2667.27026	1184.11182	1479.69775	2369.71362
825	103691.773	112643.031	136372.625	145287.75	170756.719	151727.609	95647.3516	76274.1016	82514.9609	72279.4219	73675.9531	46074.4141	27493.3242	12517.2441	9904.94043	3200.76904	3202.63208	1281.85962	1281.79895	961.530884
826	98423.0625	113478.305	142678.484	139034.359	152569.703	144685.641	98679.3828	74304.4531	89789.0703	91821.7734	70986.25	39489.5273	23980.5801	15993.0986	9023.09082	5900.27002	3129.1333	1392.01953	2424.90942	697.064758
827	102435.586	114399.844	143613.266	152047.594	150753.656	131565.422	99356.4609	72806.5703	81563.4141	75499.3203	64159.3164	33634.1523	24219.8477	10190.1699	8309.09961	4535.51172	2645.50757	3027.14746	756.584473	758.122803
828	107982.109	108631.836	141580.594	135626.547	158274.109	143899.141	96583.7188	72298.1484	75364.0703	84621.6953	66852.8516	48471.8594	21340.0176	12711.7529	7389.36572	4926.63086	4110.69238	2461.72974	1231.59961	2053.82788
829	99844.6484	111213.328	130117.102	140928.75	152958.531	139832.141	97384.9609	67443.0703	87211.7344	82064.9375	74034.5234	39773.082	18280.7578	9812.11133	4917.16553	4017.51245	3568.48804	2232.51245	1338.96057	-446.88855
830	101741.813	118226.148	133079.328	137370.922	151869.234	148085.078	97693	68446.2109	78166.5938	82032.6953	80387.9688	40665.6016	22034.4492	16627.3457	9746.06934	4901.08789	1471.06702	2456.76563	1958.64856	0
831	109220.977	102841.367	137119.672	147255	157708.125	139875.828	112158	78352.0703	87777.6406	84195.8281	60173.707	41307.1016	18763.8828	16631.6973	9664.0918	5923.88428	4300.42041	1611.21338	536.953003	1077.23962
832	93802.9453	107348.602	122046.234	150616.422	130306.719	128147.898	82452.5234	84743.0391	77695.7578	92113.1406	66088.7578	34710.7422	21741.125	18832.9688	8225.33984	1764.14954	2945.14941	2353.8623	589.827454	589.641785
833	110868.117	130781.867	151283.75	142523.25	158543.031	141152.359	80172.4922	66411.3438	83059.6016	95956.4766	65235.2031	44654.8906	22610.5137	14215.2236	5181.04346	3241.67041	4535.48193	5821.34814	3879.19238	1295.24048
834	93923.6406	112026.555	146604.109	127321.844	156711.344	154567.016	90121.0234	77977.8125	75692.8906	93982.3516	60217.7227	38975.4258	21243.6328	12769.8438	6367.49072	3544.2229	3542.6084	1414.35437	2128.90991	0
835	99714.5938	101087.18	133340.875	118174.641	156713.828	122703.656	94733.9297	72075.5625	87081.4688	91515.4609	70440.2813	38072.2617	23987.8555	13229.5947	10056.2666	6194.01123	777.671326	776.397583	2324.25098	-774.397339
836	98957.8281	101810.828	133442.578	146020.531	145642.578	112609.563	88049.4375	82734.0703	82517.5859	85140.3828	76702.125	51375.8672	28215.3438	11956.2129	3403.10669	7666	852.593567	852.486572	851.81781	0
837	101464.789	109100.445	126586.625	131155.594	164460.344	140897.281	93582.7813	78914.8906	75879.3125	100486.195	67416.5625	40372.1406	21597.1191	16951.9238	7519.60547	2819.85229	941.550781	1882.3894	939.699402	937.973083
838	104230.469	87961.5078	117077.023	148447.406	124431.719	135286.359	86592.9609	77355.2969	95651.1094	90666.5156	66568.7734	32093.2305	24665.9629	13355.9131	9253.36426	3091.63306	6181.90527	0	2059.24292	1028.57104
839	100383.555	117676.5	137412.953	132135.156	144521.813	107921.797	68201.8359	71628.8125	81666.3672	72747.4844	68197.5547	60193.8711	21592.4961	15940.0654	6816.11328	3412.55884	1142.73145	0	3408.2168	-1134.86035
840	117875.844	100925.914	113818.453	117677.859	121294.414	139244.453	77724.7734	60189.1836	73730.7188	80206.7969	53834.7422	47544.2617	20058.6426	18790.1914	10023.1689	6274.74316	1254.672	5001.67383	3758.80664	0
841	91171.5234	106535.469	134453.844	107286.469	121497.039	162621.766	77160.6484	60617.6484	75497.8125	82731.9922	73008.6719	37182.5742	16553.6934	12375.7119	6894.33203	1376.89441	2761.77539	1383.85413	4132.37158	-1377.47888
842	92117.5938	98718.9063	127635.156	126505.969	121753.68	124950.406	82478.7188	71732.8281	68452.0859	94400.5547	77678.8984	36590.9648	15296.9531	10669.6816	7628.63135	7620.36328	-1526.97498	3058.52271	1526.56653	-1525.15063
843	93473.5703	117476.359	100654.664	136715.609	123442.063	97739.7734	87569.6094	67365.4688	99212.9531	101380.914	75529.9766	45458.8398	30386.5059	15184.8877	13448.8076	3372.24487	-1687.34265	5048.44678	3369.27856	0
844	75192.0625	108861.797	148128.391	135789.75	144343.594	107496.047	72298.8672	59310.0313	98064.2344	98510.9375	66581.4609	22252.8027	18544.875	18588.7266	12966.3242	5553.85547	0	0	1858.22815	0
845	123566.531	109916.797	141004.656	126881.031	131271.031	164277.656	79885.0625	73415.5781	81945	89930.125	77618.1953	22486.4141	20523.3789	10202.999	-2040.21631	8171.23438	2048.91553	2044.12341	0	-2049.23779
846	97982.1094	100867.109	103656.477	110264.133	105659.055	137496.406	116884.734	89949.4063	83167.9766	83370.6094	65248.1211	27053.5762	15766.624	18011.9219	4509.14258	0	-2260.90137	2259.19067	13535.0908	2258.19409
847	106811.031	119841.703	112323.117	92906.4297	147215.672	127864.383	85874.4609	51599.3203	83619.4453	68560.5	66101.5391	26997.6035	31845.6523	9812.83594	2442.60962	0	0	0	2458.81396	-2451.05103
848	105664.289	119927.945	125521.516	106726.32	90956.9844	115106.203	67061.4688	83017.5078	77492.0156	88248.4688	66672.5859	34970.0898	21402.3164	16075.4922	5341.08984	2675.92041	-2690.51733	8039.13916	0	0
849	126015.539	91102.4766	144124.516	124179.969	118142.203	109567.125	59094.3047	88951.6406	94350.8125	68172.6172	70797.5078	23704.3711	14745.5508	14789.3721	-2945.8772	8874.74023	2960.90112	5906.09082	2959.31714	8862.05762
850	71978.4922	92320.6719	132718.188	152041.172	125453.477	132536.438	86112.0859	19811.5488	135568.188	115818.07	59661.1133	19910.2383	46433.0625	9918.84375	23080.5273	-3299.95801	6610.48584	3310.85693	6604.57471	0
