Wavelength	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
nm	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.
Wavelength	5 K	20 K	35 K	50 K	65 K	80 K	95 K	110 K	125 K	140 K	155 K	170 K	185 K	200 K	215 K	230 K	245 K	260 K	275 K	290 K
500	1432032.88	1133837.25	507493.656	381603.125	377096.781	227812.859	81610.7422	29543.7441	13544.1123	7113.10156	4665.31494	3225.41455	2577.4375	2001.32153	1612.72974	1432.58923	1387.44971	1242.66541	1130.9519	1014.59888
501	1484385.88	1151241.63	526595.438	405169.25	391335.906	236358.797	83975.6719	30689.3711	13687.1934	7232.13428	4647.70654	3427.99536	2611.29004	2062.0896	1677.15942	1527.19263	1345.71082	1276.87122	1072.56665	1051.16956
502	1502401	1167919.25	533746.375	417345.563	416738.531	250025.516	89331.125	32590.7734	14338.874	7399.0752	4683.61963	3461.52832	2653.0647	2096.82788	1619.42847	1552.09204	1380.58594	1165.41321	1104.36084	1052.70972
503	1525185.25	1204020.88	551474.25	434746.5	429934.125	259312.578	91371.9609	33548.207	14696.2637	7828.26758	4892.59766	3511.89355	2646.75366	2070.76953	1755.98267	1531.34033	1381.39697	1231.2804	1077.62695	1020.6925
504	1576926.88	1218838.75	569394.188	460504	446668.531	267729.688	94758.7734	34865.4414	15525.375	7940.01514	5155.10938	3497.8125	2660.41504	2132.10254	1710.64697	1531.18286	1337.86108	1179.28552	1073.5072	1027.95752
505	1597303.5	1231388.25	577122.625	476154.125	470420.281	281831.719	100390.367	36136.1133	16104.5459	8400.47656	5298.12207	3599.19165	2678.11938	2009.42603	1878.42505	1575.36938	1267.83911	1197.75281	1125.0332	1041.49634
506	1612762.38	1274875.38	592348.063	493153.938	489577.438	292792.313	102743.898	37340.25	16630.4512	8782.24023	5287.65771	3772.56714	2724.24927	2215.23364	1771.69336	1488.43335	1355.81799	1103.97217	1065.15259	1035.46472
507	1666546.75	1291260.13	615489.875	520713.469	505660.875	302355.906	106744.25	38715.9414	16704.7656	8672.11719	5367.49951	3836.19873	2758.20435	2245.29712	1730.44763	1560.27124	1337.45776	1209.46851	1073.59033	1019.1123
508	1686185.13	1301200.25	622735.813	535908.875	531415.938	318596.375	110976.672	40024.5898	17580.5508	9420.80078	5542.30859	3746.71558	2695.08716	2109.29736	1800.82227	1534.89063	1366.44019	1208.9552	1008.88635	974.181458
509	1695423.25	1337993.5	643424.688	553985.313	551626.438	329115.781	114723.953	41262.1328	18225.834	9344.46191	5754.96191	3909.1853	2992.12158	2311.90552	1750.59705	1581.22253	1399.9458	1168.27979	1048.11072	1018.46893
510	1748394.75	1356631.38	662691.813	586712.938	569300.125	337196.688	117473.586	42725.6992	18551.8359	9769.00195	5994.11621	3996.18481	2945.25854	2370.10132	1784.4115	1633.52954	1321.76428	1122.56738	1112.2677	1020.14764
511	1766857.38	1365877	671996.375	602273.75	600489.625	353520.625	123777.57	44551.875	18805.332	10023.7832	5979.98047	4036.71436	3075.51563	2358.73291	1955.40918	1539.88745	1379.64929	1173.39783	1121.93225	1028.29626
512	1780085.5	1401782	691607.5	620388.938	620270.688	363807.125	126954.773	44912.7852	19641.9648	9930.49023	6151.63086	4079.70142	3032.27612	2303.91016	1835.08301	1620.01624	1330.84302	1218.26086	1032.0592	963.54541
513	1826440.63	1419914	714279.063	657311.375	637691.75	376485.781	130577.758	47105.207	20082.7051	10498.2891	6408.77832	4372.60547	3275.78516	2433.65015	1955.58838	1643.60559	1423.34363	1176.21765	1097.77466	1118.10144
514	1840752.63	1422046.63	726130.313	676871.625	669409.188	394772.094	136162.047	49059.6836	20809.1133	10685.9121	6577.54395	4233.05713	3105.36597	2446.88672	1984.89746	1696.63879	1388.46985	1131.74451	1101.76282	999.352966
515	1845001.63	1456194.25	739847.125	695077.25	692068.188	406221.938	141296.734	50354.4297	21903.1953	11205.7744	6847.01953	4463.48633	3300.48901	2562.20215	1972.94788	1449.23511	1432.43542	1339.9292	1106.41565	933.027588
516	1888232.25	1478464	767366.25	727093	705888.938	413185.656	143584.203	51374.3008	21971.8613	11240.5713	6822.71631	4698.34717	3485.86133	2428.32959	1945.62988	1763.71362	1414.40784	1175.34131	1108.54419	973.854187
517	1903501.88	1475433.75	778706.5	751116.313	740768.688	436425.125	150859.734	54126.0742	22625.0664	11998.4736	7122.15088	4599.03467	3350.12915	2628.32544	2020.61914	1577.24438	1315.16675	1232.57813	1035.40918	963.242981
518	1902897	1512011.75	795379.063	764525.75	763685.125	446996.25	154234.125	55425.4805	24396.6094	12354.0859	7506.24414	4793.1543	3633.58691	2711.70801	1983.77686	1670.48865	1426.92395	1215.91882	1054.84302	932.257202
519	1944922.63	1526304	825966.188	803666	779828.563	456792.094	156668.922	56134.2969	24402.0195	12399.8379	7606.14209	5115.23535	3657.11133	2657.40601	1932.6123	1643.1272	1471.04663	1240.91687	1036.51013	1068.88599
520	1961006.63	1528681.75	833355.75	824308.313	815950.438	477424.688	163471.234	58794.6875	25015.0547	12415.7832	7697.18701	4942.79199	3444.81641	2721.69556	2101.19556	1687.49646	1367.61658	1259.32373	1109.3158	945.998657
521	1952493	1552387.25	848548.063	844567.563	840357.688	490532.406	170344.688	59392.543	26259.0918	12939.7363	7713.8877	5179.60986	3767.17554	2723.59839	1977.34766	1687.56873	1371.13208	1328.32788	977.526001	966.051514
522	1988391.38	1569648.38	877553.313	880764.188	853888.75	499491.563	171788.328	61047.4375	26197.2266	13211.2549	8147.96582	5282.8623	3891.15527	2640.86157	2206.08643	1684.22656	1469.71375	1231.1748	1076.96057	998.803955
523	1995422.5	1564970.63	888714	907624.563	891469.5	520182.969	178927.25	63759.7539	26950.6563	13365.3994	8298.71973	5431.55029	3742.44727	2775.60449	2160.68335	1739.89185	1438.30872	1248.95898	1083.00879	1027.84387
524	1993703.25	1586298.25	904117.188	922349.75	920100.125	532702.063	184459.469	64953.9844	28381.6582	14113.4414	8652.37695	5587.18652	3827.16235	2862.82764	2198.40454	1598.92664	1467.52771	1210.63635	1086.87878	942.996399
525	2020815.13	1606562.88	933524.125	964137.563	936986.125	540498.313	187235.25	66477.7031	28564.9961	14377.3789	8560.04297	5629.53027	4135.44971	2979.25806	2076.96582	1737.88818	1526.20935	1297.44324	1129.87805	982.20929
526	2031501.25	1598125	950383	988334.188	972546.563	565466.25	193246.484	68868.0859	29719.6309	14646.8359	8907.18262	5814.7998	4192.01709	2957.9209	2240.43213	1851.2168	1510.14832	1214.10254	1049.2832	991.836853
527	2014082.38	1624941	959631.375	1007699.56	1002447.69	578680.313	198893.688	70034.4063	30456.8477	15613.2471	9256.78906	5981.85156	4064.31616	3000.73877	2322.98926	1827.84729	1489.62207	1248.75562	1019.80096	921.485229
528	2033759.75	1637463.75	996165.375	1048990.25	1019589.25	588897.063	203293.953	71778	30578.416	15231.8027	9673.55273	6148.65479	4309.38867	3045.88403	2259.42065	1774.35474	1345.58447	1105.63916	1080.53223	967.546631
529	2049442.63	1631433.13	1008466.88	1076152.63	1052192.63	611486.813	210046.031	74641.2266	31862.6895	16138.3945	9406.61914	6371.35693	4178.89209	3019.84082	2286.65405	1851.01221	1540.98169	1261.12488	1140.98596	969.51355
530	2030566.88	1643181.38	1020489.94	1088326.38	1084635	627202	215446.391	76012.8203	33476.9219	16480.3945	9588.91211	6347.95801	4544.77002	2964.35596	2305.90088	1718.88013	1392.93518	1276.09021	1063.39185	923.807739
531	2043517.63	1662735.13	1056113.75	1135876.25	1097207.63	635850.125	217358.547	77118.6563	33450.168	16699.5566	10302.1875	6781.78955	4513.23926	3230.37891	2296.17407	1875.77234	1548.18774	1210.49097	1049.81934	909.867188
532	2053125.25	1650162.5	1067297	1165443.63	1136991.63	658321.25	224668.484	80606.4688	33609.2578	17257.709	10248.0615	6758.8208	4568.92236	3259.30811	2407.29126	1811.13025	1551.97522	1326.85156	1022.2959	917.757568
533	2023357.25	1660078.25	1077697.38	1181497.13	1167609.13	676196.75	231973.203	81648.8125	35081.9414	17869.332	10618.3887	6727.12695	4784.95264	3278.17432	2320.21411	1879.1875	1452.57324	1242.85254	1046.68701	920.957764
534	2035404.38	1682882.25	1115453.63	1220492.13	1180215	683481.375	233286.156	83478.7578	36166.7344	18101.6367	10865.709	6837.0791	4840.68018	3274.10571	2425.03174	1959.11707	1498.47546	1366.32153	1044.41858	942.083679
535	2047323.13	1659257.38	1121182.38	1252031.38	1216618.75	704201.375	239388.781	86377.7813	36592.6758	18162.0996	10860.8018	7176.05713	4904.25293	3473.55566	2533.28003	1956.67114	1426.77332	1334.43445	1086.0719	945.095764
536	2018323.25	1667662.63	1135577.25	1266331.63	1253924.5	725066	248896.219	87606.6016	37975.6719	18806.8008	11394.9248	7274.56396	4822.31299	3418.8418	2447.12622	1956.32373	1562.73145	1271.77185	988.4104	843.320374
537	2017262.75	1688202.63	1173991.88	1309080.88	1270733.5	731250.25	250851.797	88970.0469	38614.1289	19102.7109	11562.5566	7107.93311	4901.34131	3495.95386	2481.8125	2005.87366	1557.23584	1347.15381	1116.36609	974.078796
538	2024793.5	1667851.75	1185045	1342709.13	1299819.13	751647.188	254627.578	92141.0234	38429.2734	19674.9258	11673.5137	7530.38379	5155.30176	3446.17993	2681.26514	2053.70972	1663.72217	1210.95337	1217.02905	935.340698
539	1987935.88	1661249.75	1196239	1362448.25	1337698.5	771726.75	263424.656	93686.1328	40665.1133	20293.293	12035.8574	7588.35303	5302.93262	3507.55273	2613.31104	1989.56458	1641.51208	1259.86877	1050.2085	966.161194
540	1987476.25	1683860.38	1231338	1396757	1354796	779784.625	268523.5	94525.8438	41510.9844	20282.8965	12393.1934	8025.06152	5178.90186	3580.22974	2476.0144	2164.93994	1556.65393	1462.31299	1071.7926	902.942017
541	1983787.25	1659437.88	1239176	1431622.5	1378794.63	797371.313	272844.844	98036.7578	41174.3633	21113.7813	12507.4922	7855.09131	5549.3999	3795.75269	2819.30566	2205.46704	1677.56921	1448.56897	1113.3136	1029.02295
542	1952234.88	1651161.88	1245222.5	1443901.38	1419636.75	819793.125	279335.656	99944.5938	43432.3008	21653.0664	12784.8955	8197.62891	5365.41895	3847.68872	2708.96533	2124.24756	1725.19739	1333.73157	1092.64819	894.302246
543	1927639.5	1672748.75	1285437.63	1477348.63	1435650.75	825685.063	282289.25	100230.555	43382.9648	22115.6523	13372.6846	8564.89063	5501.09033	3925.09033	2849.34302	2038.05249	1737.60657	1520.98279	1132.47083	929.5354
544	1937715.5	1648765.88	1298728.38	1519560.13	1462767.63	847751.75	286355.125	104167.172	44250.4219	22012.8984	13237.1689	8340.67969	5696.02881	3870.71436	2851.573	2170.36426	1618.65942	1387.58228	1079.83948	979.493408
545	1899371.5	1637526.63	1296224	1530055.63	1501621.38	865075.375	297057.719	105660.688	45612.2813	23161.7402	13956.6016	8528.19922	5548.7832	3909.10815	2888.25293	2213.79395	1664.87061	1323.36853	1127.43274	923.744141
546	1877049	1655561.63	1336048.88	1566452.13	1517650.13	868768.563	299255.344	105469.695	46534.5742	23375.5879	14112.3535	9197.40332	5829.09863	3933.98608	2767.12231	2136.25708	1632.78772	1478.58472	1099.24536	910.705261
547	1873625	1628408.38	1352706.63	1603158	1536843.75	883947.938	304244.094	110382.055	46740.0859	23947.0566	14645.6982	9294.91406	5819.90967	4224.30273	2909.65503	2164.2915	1677.07727	1349.42212	1040.62183	1043.5835
548	1834247.25	1614286.75	1350702.13	1616843.13	1586481.63	908941.875	312838.469	111650.086	48550.4961	24607.4082	14874.2158	9293.17969	6216.21436	4144.15869	3032.91919	2174.78369	1734.57385	1413.53198	1036.09314	952.355225
549	1809718.38	1627552.25	1385377.5	1645146.88	1594336.5	912049.75	315474.344	112044.547	49598.9336	25364.0996	14972.0332	9668.88184	6263.99658	4129.08643	2981.15063	2300.35498	1813.85242	1357.41077	1212.02417	936.270813
550	1807555.38	1607378.5	1402617.5	1689976	1619615.88	927576.75	316593.438	116215.445	49522.4453	25335.498	15169.1563	9491.94531	6364.30811	4368.32471	2998.18335	2463.11279	1674.83484	1515.80615	1130.42932	924.395142
551	1766631.13	1581641	1398845.5	1698500.88	1668808.5	953748	328058.438	117036.672	51400.6836	26011.1484	15604.3594	9976.0459	6477.84326	4458.51904	3251.85913	2274.7002	1645.46289	1377.06616	1001.05627	871.128235
552	1742793	1593600.25	1432657.88	1717390.63	1677369.13	959573.813	329957.156	118529.484	51979.0352	26775.7246	15652.7422	10432.1865	6290.78857	4335.7207	3146.92554	2402.89111	1726.54346	1466.79163	1015.35901	983.084473
553	1736259.13	1571469	1452168.63	1764798.13	1692503.88	973332.063	333095.344	121765.109	52059.7148	27555.207	16276.4785	10690.6953	7013.80029	4620.2085	3162.30688	2332.29614	1765.11719	1430.59583	1187.87378	979.254395
554	1689141.13	1548542.88	1456882.75	1764592.13	1748081.5	1002103.31	343834.656	123746.828	54170.9219	28053.3535	16797.0117	10571.6328	6762.78906	4639.89453	3261.9231	2352.71924	1725.91492	1414.11182	1052.46851	989.17981
555	1658049.88	1558398.88	1479244	1795783.75	1754409.63	1005532.38	349205.406	124473.82	54391.3828	28142.5527	17570.3398	10890.5469	7082.1416	4793.61621	3218.177	2451.52148	1811.37415	1384.88208	1162.34277	961.984009
556	1653801.75	1536495.63	1500954	1844257.13	1764531.63	1017149.19	347667.5	127862.906	54984.3984	28625.5137	17527.2598	10937.6865	7065.0542	4844.82764	3177.60645	2582.73022	1824.10461	1377.88611	1044.98206	943.216919
557	1610490.63	1511061.5	1495758.38	1854120.63	1814833.63	1046767.25	362699.25	130239.461	57877.6094	29634.5938	17636.5664	10861.873	7202.92432	4826.81445	3474.8064	2588.92896	1847.86157	1471.5509	1155.88782	921.509277
558	1579960.5	1525343.63	1525517.63	1872452.88	1822121.38	1045556.94	362222.063	129398.922	57459.3086	29974.0449	18206.6289	11540.6494	7095.75195	4908.70947	3365.79614	2530.15356	1936.28955	1533.55432	1079.80273	960.872803
559	1569265.13	1496026.25	1547251.88	1923097.13	1841354.63	1052274.88	367010.563	133413.875	57457.5547	29841.1406	18230.5918	12073.1553	7734.00635	4789.15771	3555.83789	2489.33838	1930.87415	1415.77637	1095.5509	969.778198
560	1533246.13	1473671	1543957.75	1933299.13	1888314.38	1086749.5	375126.281	135435.516	59407.0898	31397.5293	18613.6465	12141.8467	7676.43408	5046.0498	3372.37158	2483.92603	1827.33337	1417.26086	1242.29224	980.340332
561	1493569.63	1476625.63	1572520	1938053.75	1895226.5	1088342.75	377078.156	135523.328	61004.5352	31986.373	19451.0254	12211.4629	7669.25146	4945.00586	3456.6394	2578.12598	1845.42078	1561.39429	1187.08447	1004.07275
562	1476937.88	1457525.63	1593556.5	1995329.25	1905026.25	1090766.13	379358.313	138138.109	60289.9805	31975.3262	19580.2383	12163.0654	8367.4248	5254.09912	3774.53662	2632.6792	1996.26599	1584.52319	1164.87964	899.265015
563	1446596.88	1428744.63	1585726.25	2000659	1950381.63	1125742.25	389414.281	142369.344	62630.75	32712.3438	20123.3223	12537.6543	7994.04736	5165.46729	3728.56445	2750.05859	1995.10352	1670.42554	1150.78528	945.822266
564	1407007.75	1433471	1601655.63	2009161.63	1966395	1128715.75	390900.438	141284.141	63928.5391	33097.8906	20655.0254	13434.5947	8081.16211	5306.55957	3677.57764	2575.3645	2078.85156	1626.58069	1108.07776	930.516907
565	1392130.63	1411655	1630060.88	2063748.75	1970192	1131944	392353.688	144650.25	63631.3398	33555.2461	20986.4824	13116.5986	8479.48535	5437.63623	3855.50366	2647.2334	1918.50427	1503.48389	1209.00281	950.850159
566	1354553	1382868.38	1622760.5	2067805.5	2014932.25	1167475.75	404896.719	148191.094	66736.1094	34670.8164	20982.998	13165.6221	8598.63086	5363.14355	3661.01172	2674.70581	1875.69702	1726.02612	1329.32397	860.884399
567	1314590.88	1390056.63	1637421.13	2074947.25	2021499.63	1166803.25	407142.281	146636.781	66205.6719	35201.8672	21476.1973	13930.1543	8431.25977	5556.16504	3785.8269	2607.83887	1848.05505	1677.44604	1121.28296	1046.74182
568	1305291.88	1365023.63	1666664.13	2124358	2024586.63	1168877.63	403443.781	150840.469	66859.6563	34960.9844	22210.0254	14006.2754	8993.71582	5710.69141	4068.17261	2778.78223	2040.34033	1545.245	1119.63269	968.820374
569	1270633.38	1341422.88	1658811.5	2129949.5	2083682.25	1200384.63	416289.469	153620.875	68457.7969	36417.3945	22239.5645	14095.0283	8691.32715	5746.77295	3949.94556	2874.06689	1950.27576	1665.3075	1230.98621	983.851318
570	1228220.13	1334755.63	1675065.88	2132691	2082392.63	1199133.88	420266.656	153749.297	69434.9219	37488.0859	23075.9219	14298.2783	9048.12793	5884.24414	4078.6355	2855.58325	2045.64331	1637.27234	1233.44421	959.735107
571	1220567.88	1316314.63	1702356.88	2189889.5	2075163.25	1205189.38	419828.188	155135.125	69330.9609	37325.0859	23295.0547	14950.4248	9339.47363	5971.66797	3962.21362	3113.62842	2050.43457	1511.32544	1188.96667	907.562927
572	1185571.25	1287991.5	1691836.25	2186375	2129575.75	1232311.63	432138.125	158624.828	71471.3906	38643.0469	23660.4473	15011.9873	9346.17285	6134.74805	4382.65137	2970.39648	2125.11304	1583.53235	1191.16406	1091.94739
573	1145096.5	1289645.88	1696538	2196166.25	2137765.75	1234896.25	433730.531	157816.469	72343.4688	38149.5039	24042	15310.7842	9226.09277	5963.62744	4029.11133	3113.67725	2059.09912	1601.34155	1161.01563	960.941956
574	1137233.88	1273354.63	1730964.75	2239519.25	2130384.5	1234793.88	431197.906	159822.063	72623.2734	39352.8242	24721.5391	15662.8281	9816.08008	6250.36475	4079.11816	3028.04004	2177.24634	1565.7395	1258.5542	964.065857
575	1103009	1236084.38	1722150.88	2251211.5	2179560	1262726.38	442829.5	164732.188	73574.2266	40538.8008	24802.9512	15785.9219	9584.58984	6126.77441	4231.84424	3011.95825	2147.85278	1727.55249	1289.09973	951.790466
576	1067960.75	1238409.88	1726107.25	2237731	2184578.25	1266637.63	447960.375	162940.219	75553.3203	41256.9336	25397.4707	15988.1914	9970.70801	6267.12646	4200.6709	3123.41626	2083.97217	1707.60693	1259.00183	871.395813
577	1052082.5	1227934.13	1753354.25	2290708.75	2176484	1257645.13	446465.625	165727.484	74531.3047	41077.3867	25957.8086	16226.751	10060.6055	6303.62793	4532.73975	3145.07397	2310.90112	1704.6438	1292.76807	878.810669
578	1024025.25	1200775.63	1745837.75	2289926	2219655.25	1294197.25	455763.531	169934.859	76153.0547	42023.5742	26028.0137	16846.6914	10491.8906	6855.83154	4562.02686	3137.86719	2153.67749	1677.57324	1359.79175	915.63678
579	990893.563	1196231	1743984.75	2276495.5	2230835.25	1294951.63	458305.094	169647.188	78692.7422	43839.9453	27334.7422	16359.7705	10786.1855	6639.52539	4567.05518	3195.55273	2262.3374	1763.55615	1373.08936	930.771362
580	974990.938	1180507.75	1766261.25	2317573	2215333.5	1285574.13	456005.844	170355.797	78219.8828	42598.7422	27216.748	17185.5254	11104.0137	6636.73145	4405.86279	3249.75513	2339.38623	1841.7439	1358.53003	1002.64301
581	948202.813	1152713	1762248.63	2330786.75	2259223	1315873.13	462395.781	174823.281	79337.7422	44284.6641	28004.4395	17311.5352	10966.126	6845.49805	4530.57275	3336.2793	2237.96997	1625.46802	1225.19763	1096.25635
582	912851.75	1148358.25	1758855.75	2318583.75	2259307.25	1314650.88	470195.031	174721.578	81071.5625	43987.8398	28273.2891	17462.7363	11014.4756	6831.73438	4766.09033	3464.04761	2337.88184	1768.63123	1170.27625	985.198364
583	901009	1135914.5	1793491.63	2361188.5	2248542.75	1307622	465131.031	175106.688	80644.2031	45867.2617	28796.541	17747.875	10993.6885	7211.38818	4504.68164	3467.30713	2306.06396	1751.24573	1315.26147	1062.25623
584	878254.813	1109124.75	1780727	2362109.25	2298676	1337647.13	473738.969	180152.453	82137.4766	45220.7109	29011.3789	17721.4531	11605.4795	7034.38525	4832.59229	3185.55493	2246.83081	1744.41956	1359.25476	906.49176
585	845051.563	1097198.25	1782905.13	2346305.75	2296415.75	1337385.75	480079.969	178237.938	85049.7188	46813.8008	30180.4258	18046.5664	11502.1035	7295.78711	4760.37402	3405.5127	2338.75977	1884.15039	1256.84644	968.534058
586	832393.688	1090036	1805850.5	2380967.5	2274069	1333658.63	473279.75	179321.328	83877.1875	46877.3711	29989.0039	18823.8828	11645.3018	7560.29932	4915.93359	3587.19873	2410.78882	1806.75525	1277.8197	997.036499
587	810388.75	1065468.5	1795612.63	2383697.25	2305233.25	1354163	482087.813	183963.813	83963.4922	47818.125	30425.5723	19213.2617	12033.9336	7525.61182	4840.97119	3404.47046	2464.31006	1752.22437	1327.7511	1007.12848
588	786906.375	1058465.5	1782823.88	2362535.5	2317461	1353667.75	486280.156	182587.813	86536.8516	48096.9805	31330.0645	18861.1035	12389.9883	7561.34131	4756.39746	3383.01709	2405.41626	1821.94104	1337.20264	1049.35779
589	768015	1050568.38	1816385.88	2406795.75	2301047.25	1344009.13	480980.094	183240.375	86890.6328	49638.6172	32122.4824	20031.3223	12317.583	7525.31445	4957.54736	3589.30151	2302.37354	1738.63611	1273.71216	1007.58893
590	749832.375	1022013.38	1799605.5	2409593.5	2322176.25	1357693.63	490307.938	188038.25	86498.6484	49451.2148	31593.7656	20079.2949	12132.7451	8069.36865	5173.85352	3446.75366	2605.36182	1777.62366	1275.54163	1098.8949
591	722207.938	1012805.63	1789843.63	2376784	2338084.5	1371514.13	493436.844	187362.047	89959.7422	51197.9102	32851.4063	20258.8652	12156.6572	7854.09766	5384.98877	3561.04077	2461.05957	1736.83081	1309.58728	1068.88025
592	712871.25	1013740	1820863.75	2409911.75	2306686.5	1358331.38	491372.813	185850.922	90054.0313	51175.2461	32845.3633	20658.8691	13009.2451	8022.99316	5271.08301	3624.73975	2432.16113	1857.1969	1360.50854	1210.62695
593	694201	985261.625	1809428.5	2416538.25	2332974.75	1372103.63	493628.188	192446.938	89255.6406	52407.793	33509.3281	20927.1172	13146.3193	8320.29102	5120.53809	3642.7959	2478.92285	1916.03064	1306.51611	1001.99799
594	669387.75	981859.563	1786151.88	2388389.25	2341024.5	1379898.25	499714.813	191349.703	92925.4609	53541.2266	34542.7539	20766.8398	12993.4541	8096.60742	5364.42188	3636.87329	2584.25244	1975.84717	1347.65515	1050.01294
595	656491.563	974160.813	1823122.88	2413903.75	2324100	1366998.25	495079.625	191530.203	92091.5703	52550.457	34971.8164	21711.0176	13330.624	8004.06885	5357.40088	3882.83276	2713.41089	1808.72473	1386.57483	1013.5365
596	645108.875	951884.813	1805083.88	2428899.5	2343010	1385474.25	497549.344	195303.844	92522.3047	53420.3984	34113.5117	21365.7793	13621.1377	8510.74512	5453.90771	3727.86353	2403.69897	2003.74561	1358.7323	1139.81531
597	619794.938	942612.375	1792554.5	2399711.25	2353997.75	1391179.88	503661.813	194201.766	93358.875	54809.4414	36189.2188	22186.0996	13710.4316	8431.77637	5606.08447	3770.14331	2788.94458	2129.65796	1435.22693	986.039001
598	609932.5	940642.688	1811249.13	2416456.5	2327776.75	1367252.13	501774.188	191627.438	93661.1875	55267.5352	35801.3242	22477.1172	14053.8086	8359.42285	5534.70654	3895.89551	2902.88892	1947.77185	1362.83875	1142.57935
599	597486.75	920598.188	1799880.25	2422755	2327958	1383980.88	500705.313	198401.156	92530.8281	55326.9414	36343.3164	22549.5703	14317.665	9055.69434	5497.70361	3968.52588	2421.573	1785.25012	1317.10681	1068.56921
600	580453.063	909015.563	1787462.5	2399651.75	2346681	1397311.75	510526.344	196624.625	97537.3359	56693.8594	37509.875	22769.5215	14056.4785	8415.96777	5701.98828	3810.46021	2665.77393	1990.00586	1362.23523	1094.68274
601	569500.938	908364.25	1813642.5	2415168.25	2326809	1377021.13	504201.625	194729.516	96974.5078	56334.7305	37470.1641	23954.416	14659.2764	8802.30371	5579.49365	3842.93628	2752.85669	1874.27942	1273.02295	1117.33398
602	563194.5	887160.688	1791042.88	2416771.5	2319245	1388146.13	502127.313	199083.906	96902.8906	57202.5039	36992.7422	23816.4336	14768.7705	9328.75488	5631.38184	3869.44165	2808.96118	1962.05286	1357.07666	1118.40198
603	539885.313	874210.313	1774375.25	2387423.25	2344461	1393115.25	514820.781	199837.859	99496.7656	58369.1719	38280.3398	23328.1172	14433.4824	8923.54297	5872.26709	4038.07959	2726.12476	2156.65674	1461.85449	1002.96783
604	531633.875	877206.875	1804527.88	2400213.5	2318772	1382142.38	506408.719	197963.297	99061.4766	59317.2773	39313.2344	24598.7969	14677.9912	8881.49512	5754.43018	4083.80615	2708.06396	2100.18628	1346.36487	1179.02563
605	526242.625	861295.188	1793738.38	2412638.75	2315144.5	1383218.25	507486.25	203084.141	100260.664	58896.4375	39168.2617	24657.1973	15099.7813	8817.80957	6063.18994	3859.97729	2777.95947	2041.75488	1409.62659	1139.17664
606	508871.906	851349.25	1755417	2379630.5	2340071.5	1388153.13	519102.25	201303.813	100784.188	61126.7383	39272.1094	24889.2676	14754.7578	9404.79688	6054.49072	4276.38574	2612.78687	2132.07349	1539.42847	1132.6355
607	496243.219	850206.438	1785750.13	2381820.75	2301115	1380589	511179.75	200881.75	102414.172	61231.1328	40145.5195	25410.7305	15069.7705	9371.06641	5816.96924	3967.4314	2725.67505	2027.89734	1343.70227	1055.35071
608	494234.625	833475.438	1775048.88	2388332.5	2293151.75	1372731.63	508705.875	204752.703	99313	62598.2852	40272.4219	26227.1504	15416.9209	9484.00195	6240.65088	4213.15918	2693.88501	2043.55078	1417.69775	1115.18713
609	477027.313	819450.5	1746054.5	2357568.5	2311523.5	1388095.88	517256.469	204034.984	102564.234	63984.9648	41861.1328	25948.8945	15781.2881	9046.49316	6251.28223	4049.25049	2790.43042	2095.14917	1537.96509	1008.03247
610	471342.406	826255.375	1763185.38	2351483	2286779.75	1373285.5	513865.531	202877.266	104256.57	63890.5	42745.875	26635.166	15766.9717	10250.5771	6345.18604	4163.32813	2795.67944	2032.89136	1580.55811	1066.93787
611	465321.313	810906.375	1763192.88	2368891	2274130.25	1368599.63	506598.938	207690.953	103096.633	63453.25	42033.7617	26402.75	15707.7832	9738.45117	5924.49463	4101.26221	2758.25708	2070.69775	1344.22485	1037.76624
612	455842.531	793224.188	1730023.88	2343180.25	2299082.75	1382360.25	515384.656	205226.797	105044.242	63763.4375	42575.9375	27148.7266	15880.0791	9915.3877	6113.34277	4365.79199	2818.22656	2349.61108	1392.87622	1066.08948
613	448120.875	803819.563	1752345.25	2327635.75	2264629.5	1364324.5	511923.375	203558.438	106233.406	64641.7734	44154.5234	27382.3359	16082.9619	10329.9219	6057.37549	4230.26904	3174.33984	1955.27441	1288.36816	798.020264
614	441676.219	784860.125	1734425.5	2341059.75	2252431	1361130.13	508885.781	207037.5	104294.719	66394.1328	43959.1758	27573	16960.793	9954.40527	6138.65479	4323.69043	2988.8313	1946.33301	1355.31042	1109.71472
615	431600.719	775326.125	1710409.88	2311962	2274232.75	1377929.25	516543.406	207609.953	105698.211	68037.8516	44152.6563	27810.0059	17479.459	10509.5244	6250.30811	4507.4707	2954.60205	2158.85156	1342.60986	1267.64307
616	421044.406	781536.5	1718116.75	2291454.5	2245135.5	1361366.25	513449.313	206110.625	106799.969	68120.9375	45955.1445	28541.7773	17262.0605	10411.2861	6648.13818	4222.17139	3066.86328	2279.93262	1589.15283	1084.34912
